text,labels,Clean_Text
And made worse by her crying because of the embarrassment.,"['fear', 'sadness']",worse crying embarrassment.
"My whole body was painful today, especially my arms.","['fear', 'sadness']","body painful today, especially arms."
Then my hand that had the red figure opened of it's own accord and shot out a red ball of light.,['surprise'],hand red figure opened accord shot red ball light.
My stomach felt like it had a hole in it.,"['fear', 'sadness']",stomach felt like hole it.
6 hour old post?,['surprise'],6 hour old post?
"But, my stomach... oh... my stomach... This bike has been from Taiwan to Vietnam, Cambodia, and Thailand... and several places in Vietnam, not to mention all but the southern tip of Taiwan... Heading north.",['fear'],"But, stomach... oh... stomach... bike Taiwan Vietnam, Cambodia, Thailand... places Vietnam, mention southern tip Taiwan... Heading north."
"I swing my foot back, then proceed to apply a good, strong kick to the underside of the table.",['anger'],"swing foot back, proceed apply good, strong kick underside table."
I found an old sweatshirt on the floor and tied it tightly around my leg.,['fear'],found old sweatshirt floor tied tightly leg.
It also hurts to turn my neck in any direction.,"['fear', 'sadness']",hurts turn neck direction.
oh ok actually chop on hand also can lah... * gives weird expression while stamping chop on my hand * adeline: eh!,"['joy', 'surprise']",oh ok actually chop hand lah... * gives weird expression stamping chop hand * adeline: eh!
"I have major slip ups, like, letting the wrong person close to my heart and getting burned.","['fear', 'sadness']","major slip ups, like, letting wrong person close heart getting burned."
Finally found out that I have bad whip lash and strained the tendons in my neck.,"['fear', 'sadness']",Finally found bad whip lash strained tendons neck.
I had never been so scared.,['fear'],scared.
I pushed those thoughts out of my head and told myself I was being paranoid.,['fear'],pushed thoughts head told paranoid.
House almost burned down the weekend they were out of town.,"['fear', 'sadness', 'surprise']",House burned weekend town.
The stranger crosses the finish line first; the crowd goes wild!,"['joy', 'surprise']",stranger crosses finish line first; crowd goes wild!
His stepdad is practically his real dad.,['joy'],stepdad practically real dad.
"Hahaha but can't blame me, my nose was blocked i can't breathe properly la.",['fear'],"Hahaha can't blame me, nose blocked can't breathe properly la."
Naturally we freaked out.,"['fear', 'surprise']",Naturally freaked out.
And found myself giggling that every day at the same time (3:15) Jesus would sign into the guest register.,"['joy', 'surprise']",found giggling day time (3:15) Jesus sign guest register.
"Earth Base Delta stopped responding to our calls, and we were left alone in the vast emptiness of space.","['fear', 'sadness', 'surprise']","Earth Base Delta stopped responding calls, left vast emptiness space."
"My teeth were marred by braces, and I hated the sight of them.",['sadness'],"teeth marred braces, hated sight them."
"Still, a creepy happening.","['fear', 'surprise']","Still, creepy happening."
I need to ice my calf often and try to stay off it... except to occasionally stretch it.,['fear'],need ice calf try stay it... occasionally stretch it.
"14 years later, we're still best friends.",['joy'],"14 years later, we're best friends."
""" I thought she was going to throw her coffee at me.","['anger', 'fear', 'surprise']",""" thought going throw coffee me."
But not very happy.,"['joy', 'sadness']",happy.
"We get to the porch and my dog starts *growling*, like a big boy growl, like shits going down growl.","['fear', 'surprise']","porch dog starts *growling*, like big boy growl, like shits going growl."
I fought back the tears coming to my eyes.,"['fear', 'sadness']",fought tears coming eyes.
"People are starting to chant ""Fight, fight fight"" while some say ""Bro, it ain't worth it"".","['anger', 'fear', 'surprise']","People starting chant ""Fight, fight fight"" ""Bro, ain't worth it""."
"My mouth started buzzing, then fingers, arms and legs.",['fear'],"mouth started buzzing, fingers, arms legs."
Mildly inconvenient but so weird.,"['fear', 'joy', 'surprise']",Mildly inconvenient weird.
I know with all my heart that taking this job was the right thing to do.,['joy'],know heart taking job right thing do.
This guy started out OK but quickly became a fucking heroin addict.,"['anger', 'fear', 'sadness', 'surprise']",guy started OK quickly fucking heroin addict.
"`` Then a doctor walked around the corner, and my mouth fell open.",['surprise'],"`` doctor walked corner, mouth fell open."
"the new apples of my eye, as promised.",['joy'],"new apples eye, promised."
Not exactly an objection but very close.,"['anger', 'fear', 'surprise']",exactly objection close.
The silent one looked increasingly nervous.,['fear'],silent looked increasingly nervous.
"Either way, he had threaten to burn my new place down, and miraculously it did.","['anger', 'fear', 'sadness', 'surprise']","way, threaten burn new place down, miraculously did."
"I approach him start to speak... `` Excuse me... what where Annie's last... '', and before I could get ` working hours ' out of my mouth, a celeberty young artist of 24 stalks in, her name is Silvery White.",['surprise'],"approach start speak... `` Excuse me... Annie's last... '', ` working hours ' mouth, celeberty young artist 24 stalks in, Silvery White."
"Needless to say, none of us slept.","['fear', 'sadness']","Needless say, slept."
* fuzzy stuff here * Someone was plucking my eyebrows in one of the dressing rooms and I was so upset because they were too thin.,"['anger', 'sadness']",* fuzzy stuff * plucking eyebrows dressing rooms upset thin.
The Dyatlov Pass Incident.,"['fear', 'surprise']",Dyatlov Pass Incident.
"Was a routine trip, 11 miles to RWC motoring and into a southerly wind, more wind than we saw during race time and with the sun straight in my eyes most of the way down.",['fear'],"routine trip, 11 miles RWC motoring southerly wind, wind saw race time sun straight eyes way down."
Still freaks me out to remember it.,"['fear', 'surprise']",freaks remember it.
"All-in-all I had a great time, my back didn't kill me, and I felt great after the game was over.",['joy'],"All-in-all great time, kill me, felt great game over."
My fingers are toes are still tingly.,['fear'],fingers toes tingly.
My jaw hit the floor and i ran out and bought 4 tickets for the closest show in Philidelphia PA. ( the only non-NY / CA show ) Me and 3 friends pile into a car and leave at 9 am the day of the show for a projected 8 hour drive.,"['joy', 'surprise']",jaw hit floor ran bought 4 tickets closest Philidelphia PA. ( non-NY / ) 3 friends pile car leave 9 day projected 8 hour drive.
"half of my heart, pulled out of my chest and sat in front of me, stretched out to a thin quiet man with a buzz cut and old black sweater that smells like clean dirt and cheap beer.",['sadness'],"half heart, pulled chest sat me, stretched thin quiet man buzz cut old black sweater smells like clean dirt cheap beer."
I wan na get my hands on that series.I took a nap at the booth cuz there wasn't anything else to do.,['joy'],wan na hands series.I took nap booth cuz do.
Now this was even more precious to my heart.,['joy'],precious heart.
That is all in my head I know.,['fear'],head know.
"' By now, a small intense knot of hatred swelling in my stomach.",['anger'],"' now, small intense knot hatred swelling stomach."
Someone is in danger.,"['fear', 'sadness', 'surprise']",danger.
"My chest was lighter, my entire body was lighter.",['joy'],"chest lighter, entire body lighter."
"I felt for it, but ended up having to open my eyes to actually find it.","['fear', 'surprise']","felt it, ended open eyes actually find it."
I know why I got one I have constant allergy symptoms and my head was wet with constant snot.,"['fear', 'sadness']",know got constant allergy symptoms head wet constant snot.
So we get there and order some drinks.,['joy'],order drinks.
"The first one was far enough ahead that it didn't startle me so much.Anyway, for the gruesomely curious, here are some pics of my injuries: My elbow got the worst of it.","['anger', 'fear', 'sadness']","far ahead startle much.Anyway, gruesomely curious, pics injuries: elbow got worst it."
